"GEO_ID","NAME","B07009_008M","B07009_009E","B07009_009M","B07009_010E","B07009_010M","B07009_011E","B07009_011M","B07009_012E","B07009_012M","B07009_013E","B07009_013M","B07009_014E","B07009_014M","B07009_015E","B07009_015M","B07009_016E","B07009_016M","B07009_017E","B07009_017M","B07009_018E","B07009_018M","B07009_019E","B07009_019M","B07009_020E","B07009_020M","B07009_021E","B07009_021M","B07009_022E","B07009_022M","B07009_023E","B07009_023M","B07009_024E","B07009_024M","B07009_025E","B07009_025M","B07009_026E","B07009_026M","B07009_027E","B07009_027M","B07009_028E","B07009_028M","B07009_029E","B07009_029M","B07009_030E","B07009_030M","B07009_031E","B07009_031M","B07009_032E","B07009_032M","B07009_033E","B07009_033M","B07009_034E","B07009_034M","B07009_035E","B07009_035M","B07009_036E","B07009_036M","B07009_001E","B07009_001M","B07009_002E","B07009_002M","B07009_003E","B07009_003M","B07009_004E","B07009_004M","B07009_005E","B07009_005M","B07009_006E","B07009_006M","B07009_007E","B07009_007M","B07009_008E"
"0500000US24003","Anne Arundel County, Maryland","3221","83311","5057","95184","5027","82588","5013","57892","4434","26198","3758","2530","1128","5123","1312","8450","2420","6935","1705","3160","1019","13830","3178","956","558","2784","1227","3079","1083","4433","1517","2578","851","10907","2030","538","342","1138","642","3127","1007","3412","1144","2692","890","1898","707","110","184","175","171","728","427","370","281","515","314","398184","334","30510","3510","92531","5152","110568","5828","97738","5337","66837","4771","345351","4649","26376"
"0500000US28033","DeSoto County, Mississippi","1636","30040","2900","36359","2865","19133","2086","7748","1631","9359","2230","1017","955","2684","1044","3543","1143","1602","785","513","526","1962","1209","150","191","350","385","933","1071","288","281","241","229","5646","1709","910","599","1903","990","1448","784","1100","617","285","238","29","52","0","218","0","218","0","218","29","52","0","218","119532","537","11333","2032","34977","3143","42283","2746","22152","2184","8787","1761","102536","2594","9256"
"0500000US29097","Jasper County, Missouri","1293","25446","2383","20040","2005","11197","1804","4313","1167","5555","1329","865","510","2520","1151","1264","612","496","317","410","350","1497","689","161","182","464","317","157","161","715","555","0","190","3406","1295","300","199","797","566","1067","667","988","844","254","219","129","133","62","107","67","78","0","190","0","190","0","190","79954","909","9759","1285","29294","2706","22528","2084","13396","2081","4977","1189","69367","1808","8371"
"0500000US36005","Bronx County, New York","9104","238420","8894","216211","7723","114871","6080","60971","4196","36361","5055","10248","2237","9536","1984","9408","1778","4634","1248","2535","922","24677","3546","6004","1371","6807","2284","4812","1319","3977","1260","3077","1192","6265","1561","1547","885","1643","909","1424","693","1131","613","520","375","6975","1879","1648","807","2060","815","1472","803","718","585","1077","593","934391","804","249087","9071","258466","8222","233327","7883","125331","6398","68180","4475","860113","5908","229640"
"0500000US37021","Buncombe County, North Carolina","2112","38286","3553","47162","3615","42387","3468","26566","2796","11724","2316","1131","602","2029","773","3341","1137","3589","1182","1634","784","4316","1150","649","381","1206","465","1135","493","1000","590","326","306","6715","2192","621","641","1040","570","1852","963","1501","654","1701","718","887","712","175","158","480","629","195","236","18","31","19","32","191608","788","16141","2206","43041","3618","53685","3976","48495","3458","30246","2834","167966","3455","13565"
"0500000US39035","Cuyahoga County, Ohio","4074","205438","5284","225460","6804","153774","5446","105481","4519","82233","4974","8973","1746","22925","2841","25883","2968","14284","1817","10168","1820","12948","2165","1023","503","2117","650","3447","1019","3232","934","3129","908","10824","1938","307","244","2131","865","2471","1122","3112","780","2803","768","3521","1343","883","624","522","384","852","585","490","280","774","557","877281","329","88788","4825","233133","5563","258113","7089","174892","5556","122355","4816","767755","5666","77602"
"0500000US39165","Warren County, Ohio","1949","33453","3588","34890","3014","35583","3272","25334","2709","6898","2236","924","865","1441","1066","1928","1035","2036","1089","569","357","8713","1951","621","387","2875","1129","1315","578","1667","633","2235","959","3008","1236","294","292","22","40","1035","567","438","472","1219","923","1096","831","125","200","423","652","189","219","192","216","167","241","157501","1372","10490","2267","38214","3577","39357","3169","39916","3387","29524","2970","137786","3034","8526"
"0500000US40017","Canadian County, Oklahoma","1371","27072","2295","26618","2091","16753","1922","8149","1331","4308","1181","126","128","2330","790","942","459","708","479","202","246","2944","1096","192","155","716","548","1089","563","695","489","252","207","2217","1016","76","121","801","690","889","566","216","211","235","192","184","204","0","161","111","187","73","85","0","161","0","161","95170","798","7319","1397","31030","2231","29611","2161","18372","1905","8838","1402","85517","1910","6925"
"0500000US42077","Lehigh County, Pennsylvania","2581","74063","3940","58002","3568","41628","3169","27280","2297","14064","2451","2135","1012","3940","1183","4749","1273","2335","827","905","529","7119","1739","571","300","2294","971","2370","941","1305","806","579","341","4876","1743","679","409","1562","848","1578","971","429","312","628","407","1473","875","395","367","379","381","204","257","235","316","260","326","251148","763","26423","2787","82238","4098","66903","4240","45932","3079","29652","2185","223616","3829","22643"
"0500000US47119","Maury County, Tennessee","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US47189","Wilson County, Tennessee","1352","26094","2307","26712","2674","17343","2269","9249","1589","4975","1551","266","228","1881","807","1407","656","1096","663","325","282","3849","1199","670","482","657","452","662","410","1091","490","769","508","2031","1167","16","29","906","915","166","200","583","443","360","359","640","647","0","211","101","136","0","211","435","512","104","196","97107","838","7166","1407","29639","2627","28947","2730","20548","2410","10807","1691","85612","2493","6214"
