year,FIPS,Name of Area,State/U.S.-Abbreviation (USPS),Area Total:,% Area Total: Area (Land),% Area Total: Area (Water),Total Population,Population Density (Per Sq. Mile),% Total Population: Male,% Total Population: Female,% Total Population: Under 18 Years,% Total Population: 18 to 34 Years,% Total Population: 35 to 64 Years,% Total Population: 65 and Over,% Total Population: White Alone,% Total Population: Black or African American Alone,% Total Population: American Indian and Alaska Native Alone,% Total Population: Asian Alone,% Total Population: Native Hawaiian and Other Pacific Islander Alone,% Total Population: Some Other Race Alone,% Total Population: Two or More Races,% Population 15 Years and Over: Never Married,% Population 15 Years and Over: Now Married (Not Including Separated),% Population 15 Years and Over: Separated,% Population 15 Years and Over: Widowed,% Population 15 Years and Over: Divorced,Households:,% Households: Family Households,% Households: Family Households: Married-Couple Family,% Households: Family Households: Other Family,"% Households: Family Households: Other Family: Male Householder, No Wife Present","% Households: Family Households: Other Family: Female Householder, No Husband Present",% Households: Nonfamily Households,% Households: Nonfamily Households: Male Householder,% Households: Nonfamily Households: Female Householder,Occupied Housing Units,% Occupied Housing Units: 1-Person Household,% Occupied Housing Units: 2-Person Household,% Occupied Housing Units: 3-Person Household,% Occupied Housing Units: 4-Person Household,% Occupied Housing Units: 5-Person Household,% Occupied Housing Units: 6-Person Household,% Occupied Housing Units: 7-or-More Person Household,% Households: Unmarried-Partner Households,% Households: Unmarried-Partner Households: Same Sex Partners,% Households: Unmarried-Partner Households: Same Sex Partners: Male Householder and Male Partner,% Households: Unmarried-Partner Households: Same Sex Partners: Female Householder and Female Partner,% Households: Unmarried-Partner Households: Opposite Sex Partners,% Households: Unmarried-Partner Households: Opposite Sex Partners: Male Householder and Female Partner,% Households: Unmarried-Partner Households: Opposite Sex Partners: Female Householder and Male Partner,% Households: All Other Households,Average Household Size,Gini Index,% Civilian Population 18 Years and Over: Veteran,% Civilian Population 18 Years and Over: Veteran: 18 to 64 Years,% Civilian Population 18 Years and Over: Veteran: 65 Years and Over,% Civilian Population 18 Years and Over: Nonveteran,% Civilian Population 18 Years and Over: Nonveteran: 18 to 64 Years,% Civilian Population 18 Years and Over: Nonveteran: 65 Years and Over
2018,1099,Monroe County,al,1034.3980000000001,99.16,0.84,21512,20.97363,47.55,52.45,22.87,18.94,39.31,18.87,54.92,41.5,1.61,0.56,0.0,0.11,1.31,33.26,44.02,4.03,8.56,10.13,8149,61.28,43.85,17.44,3.22,14.22,38.72,16.78,21.94,8149,37.13,37.23,12.52,8.95,2.39,1.4,0.38,1.87,0.45,0.0,0.45,1.41,0.39,1.02,98.13,2.61,0.5477,8.87,4.54,4.33,91.13,70.99,20.14
2018,1101,Montgomery County,al,799.9119999999999,98.17,1.83,226941,288.9862,47.3,52.7,23.65,24.78,37.39,14.18,36.51,57.67,0.18,2.69,0.02,1.11,1.81,38.92,39.53,2.93,6.14,12.48,89835,62.37,37.48,24.89,4.99,19.91,37.63,16.68,20.94,89835,32.76,32.23,16.21,11.26,5.09,1.62,0.83,5.12,0.14,0.07,0.07,4.98,2.63,2.34,94.88,2.45,0.4929,9.48,5.91,3.57,90.52,75.33,15.19
2018,1103,Morgan County,al,599.0507,96.72,3.28,119122,205.59900000000002,49.24,50.76,22.99,20.23,40.1,16.68,80.56,12.78,0.62,0.65,0.04,3.4,1.94,26.46,51.71,2.51,7.04,12.27,45646,68.36,51.5,16.86,4.35,12.51,31.64,14.97,16.67,45646,27.81,37.53,15.68,11.34,5.25,1.3,1.1,4.02,0.09,0.0,0.09,3.93,2.3,1.63,95.98,2.57,0.4511,8.87,4.74,4.14,91.13,73.6,17.53
2018,1105,Perry County,al,723.8792,99.42,0.58,9486,13.1813,46.76,53.24,21.81,23.57,36.02,18.6,29.92,69.45,0.06,0.22,0.0,0.35,0.0,51.38,18.48,3.04,12.49,14.61,3079,51.58,21.21,30.37,5.23,25.14,48.42,19.19,29.23,3079,47.65,25.63,10.72,5.65,4.48,4.68,1.2,3.18,0.0,0.0,0.0,3.18,0.91,2.27,96.82,2.82,0.479,5.16,3.17,1.98,94.84,73.02,21.82
2018,1107,Pickens County,al,890.1257,99.02,0.98,20298,23.02848,47.83,52.17,19.72,21.56,40.35,18.37,55.98,41.22,0.12,0.06,0.04,1.29,1.29,31.12,44.89,4.26,8.58,11.15,7530,65.54,46.16,19.38,5.63,13.75,34.46,15.29,19.18,7530,33.07,34.58,12.42,13.43,4.29,1.33,0.89,2.4,0.0,0.0,0.0,2.4,1.31,1.09,97.6,2.49,0.4997,8.08,3.96,4.11,91.92,73.15,18.77
2018,1109,Pike County,al,672.9701,99.87,0.13,33403,49.70183,47.98,52.02,19.58,34.66,31.13,14.63,56.76,38.01,0.63,2.14,0.01,0.07,2.38,48.22,33.78,1.94,6.8,9.26,11547,56.37,37.87,18.5,3.41,15.09,43.63,19.76,23.87,11547,36.85,34.03,15.33,7.72,4.71,0.74,0.61,3.72,0.59,0.27,0.32,3.14,1.52,1.61,96.28,2.73,0.5343,6.97,3.18,3.79,93.03,78.63,14.4
2018,1111,Randolph County,al,584.1345,99.39,0.61,22574,38.88386,48.68,51.32,21.77,19.27,38.98,19.99,77.27,20.14,0.23,0.3,0.23,0.37,1.46,26.77,49.62,1.98,9.58,12.05,8643,67.92,49.61,18.3,5.84,12.46,32.08,17.53,14.56,8643,28.73,38.98,16.87,8.31,4.52,2.06,0.53,5.43,0.0,0.0,0.0,5.43,3.69,1.74,94.57,2.56,0.4733,8.19,3.32,4.87,91.81,71.13,20.68
2018,1113,Russell County,al,647.1919,99.07,0.93,58213,90.79429,48.31,51.69,24.66,23.72,38.26,13.36,50.26,42.87,0.28,0.89,0.12,1.44,4.13,32.15,44.62,3.59,6.11,13.53,22740,63.81,42.51,21.3,3.68,17.63,36.19,17.31,18.88,22740,31.82,32.44,15.55,12.7,4.04,2.59,0.84,5.42,0.08,0.04,0.04,5.34,3.25,2.09,94.58,2.53,0.45399999999999996,13.13,9.5,3.63,86.87,72.25,14.62
2018,1115,St. Clair County,al,653.3798,96.67,3.33,87306,138.2292,50.12,49.88,22.91,20.51,40.68,15.91,87.31,9.45,0.36,0.84,0.01,0.79,1.24,22.58,54.82,2.38,6.84,13.38,32172,72.33,56.79,15.54,4.07,11.47,27.67,13.28,14.39,32172,24.29,35.14,18.69,13.05,5.93,2.14,0.76,4.51,0.13,0.13,0.0,4.38,1.92,2.45,95.49,2.65,0.4068,9.84,5.27,4.57,90.16,74.08,16.08
2018,1117,Shelby County,al,809.5214,97.02,2.98,211261,268.9937,48.51,51.49,23.96,20.61,41.18,14.26,80.28,12.05,0.22,2.01,0.02,3.56,1.86,25.76,57.5,1.32,5.03,10.39,78328,71.52,59.29,12.24,2.92,9.32,28.48,11.96,16.52,78328,24.26,35.88,16.75,14.82,5.69,1.86,0.74,3.2,0.28,0.18,0.11,2.91,1.48,1.44,96.8,2.66,0.4344,8.02,4.09,3.93,91.98,77.14,14.83
2018,1119,Sumter County,al,913.3377,98.96,1.04,12985,14.3667,46.31,53.69,19.42,28.95,34.7,16.93,24.65,71.98,0.06,2.6,0.0,0.45,0.25,46.12,31.47,3.32,9.32,9.76,5047,53.1,30.49,22.61,3.76,18.84,46.9,19.73,27.16,5047,43.89,30.75,10.05,8.2,3.72,1.78,1.6,1.84,0.0,0.0,0.0,1.84,1.09,0.75,98.16,2.4,0.5469,5.65,4.05,1.6,94.35,74.92,19.43
2018,1121,Talladega County,al,760.306,96.91,3.09,80565,109.3471,48.6,51.4,21.53,21.03,40.36,17.08,64.2,32.28,0.43,0.58,0.03,0.84,1.63,30.19,46.14,3.24,7.78,12.64,31407,66.61,45.16,21.45,4.42,17.03,33.39,17.1,16.29,31407,29.52,36.67,15.73,11.12,5.29,0.97,0.7,3.78,0.06,0.03,0.03,3.72,1.84,1.88,96.22,2.46,0.4584,8.11,4.48,3.63,91.89,73.74,18.15
2018,1123,Tallapoosa County,al,766.2542,93.51,6.49,40636,56.71286,48.03,51.97,21.1,19.12,39.42,20.36,69.52,27.43,0.32,0.38,0.0,1.37,0.98,26.11,51.79,2.0,7.86,12.24,16448,68.94,49.06,19.87,4.38,15.5,31.06,12.66,18.4,16448,28.73,37.88,15.63,12.77,3.88,0.44,0.66,4.06,0.1,0.0,0.1,3.96,2.15,1.81,95.94,2.43,0.4617,9.04,4.36,4.68,90.96,69.83,21.13
2018,1125,Tuscaloosa County,al,1351.251,97.75,2.25,206213,156.1204,48.27,51.73,20.94,31.96,34.65,12.46,64.44,31.65,0.19,1.6,0.04,0.96,1.13,41.2,42.14,1.63,5.15,9.88,72379,65.32,45.83,19.5,4.27,15.22,34.68,16.35,18.33,72379,27.82,34.91,16.62,13.27,5.13,1.38,0.86,4.02,0.25,0.1,0.15,3.78,2.02,1.75,95.98,2.71,0.46299999999999997,6.42,3.47,2.94,93.58,80.76,12.82
2018,1127,Walker County,al,805.1932,98.24,1.76,64493,81.53328,48.85,51.15,22.26,19.78,39.32,18.64,90.78,6.21,0.17,0.49,0.0,0.52,1.82,23.18,51.74,2.72,8.73,13.63,25036,69.42,51.66,17.75,4.57,13.19,30.58,13.54,17.04,25036,25.75,36.17,19.1,11.18,4.85,2.29,0.67,2.95,0.17,0.0,0.17,2.78,1.39,1.39,97.05,2.54,0.4587,8.01,3.17,4.84,91.99,72.84,19.15
2018,1129,Washington County,al,1088.566,99.23,0.77,16643,15.40725,50.59,49.41,22.25,19.03,40.47,18.25,66.11,24.55,7.37,0.37,0.0,0.03,1.56,27.31,49.09,1.42,8.11,14.07,6007,70.25,52.57,17.68,3.46,14.22,29.75,16.11,13.63,6007,27.07,38.77,16.95,8.39,4.99,3.25,0.58,3.26,0.0,0.0,0.0,3.26,1.95,1.32,96.74,2.75,0.4684,8.11,4.98,3.13,91.89,71.54,20.35
2018,1131,Wilcox County,al,907.3914,97.91,2.09,10809,12.16613,47.5,52.5,24.44,19.65,37.54,18.36,26.86,69.49,0.2,0.0,0.0,0.53,2.92,42.66,31.91,4.43,10.05,10.96,3804,59.04,33.75,25.29,4.89,20.4,40.96,19.85,21.11,3804,35.44,38.54,15.38,5.39,4.55,0.58,0.13,4.15,0.0,0.0,0.0,4.15,2.6,1.55,95.85,2.77,0.5108,5.49,2.16,3.33,94.51,73.46,21.05
2018,1133,Winston County,al,631.8685,97.01,2.99,23875,38.94912,49.59,50.41,20.91,17.94,40.1,21.06,96.34,0.38,0.39,0.13,0.04,0.67,2.05,20.68,52.65,2.41,8.87,15.4,9403,67.04,52.13,14.91,4.71,10.2,32.96,13.81,19.14,9403,29.77,38.73,15.1,9.71,5.68,0.78,0.23,2.13,0.0,0.0,0.0,2.13,0.53,1.6,97.87,2.5,0.4517,8.44,4.44,4.0,91.56,68.91,22.65
2018,2013,Aleutians East Borough,ak,6985.073,100.0,0.0,3425,0.4903313,58.07,41.93,14.25,23.15,53.78,8.82,17.66,4.2,39.39,25.64,0.73,4.64,7.74,38.49,45.98,2.56,3.88,9.1,860,62.56,40.23,22.33,9.19,13.14,37.44,24.42,13.02,860,26.86,36.05,15.12,10.47,8.37,2.33,0.81,14.65,0.0,0.0,0.0,14.65,6.98,7.67,85.35,2.6,0.3987,4.33,2.63,1.7,95.67,87.08,8.59
2018,2016,Aleutians West Census Area,ak,4392.109,100.0,0.0,5750,1.309166,59.69,40.31,16.75,29.18,48.26,5.81,29.55,4.28,11.32,40.0,2.57,5.46,6.82,37.91,44.11,2.26,4.38,11.34,1176,60.88,43.37,17.52,7.4,10.12,39.12,27.81,11.31,1176,29.68,28.4,14.71,16.33,6.38,2.38,2.13,8.84,0.0,0.0,0.0,8.84,5.78,3.06,91.16,3.72,0.3628,5.75,5.18,0.57,94.25,87.75,6.49
2018,2020,Anchorage Municipality,ak,1944.049,87.78,12.22,296112,173.5299,51.04,48.96,24.72,27.86,37.47,9.96,62.99,5.55,7.39,9.61,2.33,2.3,9.84,34.16,49.0,1.6,3.35,11.89,106524,65.88,48.82,17.06,5.56,11.5,34.12,18.5,15.62,106524,25.32,32.99,17.92,12.88,6.39,2.35,2.15,8.15,0.45,0.16,0.3,7.7,3.85,3.85,91.85,2.71,0.4251,13.14,9.52,3.61,86.86,76.74,10.12
2018,2050,Bethel Census Area,ak,40629.08,100.0,0.0,18040,0.444017,52.0,48.0,35.74,25.81,31.33,7.12,11.01,0.66,82.74,1.04,0.02,0.69,3.85,47.15,39.57,3.16,4.26,5.86,4558,76.31,44.78,31.53,12.26,19.26,23.69,15.27,8.42,4558,17.66,19.42,16.28,14.13,10.84,8.27,13.41,10.82,0.18,0.0,0.18,10.64,6.52,4.12,89.18,3.77,0.4446,5.58,3.88,1.7,94.42,85.03,9.38
2018,2060,Bristol Bay Borough,ak,848.6882,56.79,43.21,890,1.8465470000000002,59.1,40.9,21.8,15.96,52.7,9.55,56.29,0.45,32.7,0.34,0.22,0.9,9.1,24.18,55.36,2.2,6.04,12.23,333,62.76,48.05,14.71,5.41,9.31,37.24,25.23,12.01,333,28.53,41.74,14.41,5.71,6.91,1.5,1.2,10.51,0.0,0.0,0.0,10.51,6.31,4.2,89.49,2.45,0.3911,13.32,9.22,4.1,86.68,78.33,8.35
2018,2068,Denali Borough,ak,12662.48,99.8,0.2,2232,0.1766247,50.04,49.96,11.51,28.81,52.42,7.26,81.09,0.81,1.97,4.53,0.0,0.22,11.38,39.49,44.42,3.16,1.09,11.85,639,49.45,40.85,8.61,2.35,6.26,50.55,33.65,16.9,639,42.1,33.02,14.08,4.69,4.69,0.78,0.63,6.57,0.0,0.0,0.0,6.57,3.76,2.82,93.43,2.29,0.3631,6.16,3.62,2.54,93.84,87.99,5.85
2018,2070,Dillingham Census Area,ak,18331.37,100.0,0.0,4975,0.2713927,51.72,48.28,30.87,25.43,35.06,8.64,17.59,1.35,72.1,1.53,0.06,0.68,6.69,42.28,41.55,3.59,4.74,7.84,1420,71.62,42.25,29.37,9.58,19.79,28.38,16.69,11.69,1420,23.31,25.0,13.94,12.61,9.65,8.03,7.46,12.04,0.0,0.0,0.0,12.04,5.14,6.9,87.96,3.25,0.4285,4.57,2.44,2.12,95.43,85.05,10.38
2018,2090,Fairbanks North Star Borough,ak,7434.941999999999,98.58,1.42,99653,13.59612,54.03,45.97,24.24,32.09,34.52,9.16,75.54,4.51,7.26,3.08,0.56,1.23,7.82,33.16,52.57,1.47,2.57,10.23,36513,65.89,51.95,13.94,5.64,8.3,34.11,19.59,14.52,36513,24.79,34.47,16.42,13.83,6.24,2.57,1.67,8.28,0.33,0.19,0.14,7.95,4.41,3.54,91.72,2.61,0.4061,16.77,13.09,3.68,83.23,73.7,9.53
2018,2100,Haines Borough,ak,2745.408,85.22,14.78,2518,1.0762559999999999,53.02,46.98,22.16,15.45,38.01,24.38,81.02,0.04,8.62,2.94,0.16,0.44,6.79,21.1,56.47,0.44,5.41,16.58,1026,59.65,52.92,6.73,2.34,4.39,40.35,25.15,15.2,1026,28.85,40.94,14.62,8.09,3.61,3.02,0.88,7.99,0.0,0.0,0.0,7.99,4.09,3.9,92.01,2.41,0.3796,6.89,2.45,4.44,93.11,66.22,26.89
2018,2105,Hoonah-Angoon Census Area,ak,6556.62,100.0,0.0,2132,0.3251676,51.36,48.64,15.48,16.32,48.73,19.47,45.54,3.19,38.51,2.81,0.14,1.13,8.68,30.01,45.7,1.53,4.58,18.19,799,64.71,45.93,18.77,6.88,11.89,35.29,22.53,12.77,799,29.66,42.8,12.77,7.38,4.88,1.0,1.5,7.01,0.5,0.0,0.5,6.51,3.63,2.88,92.99,2.47,0.3914,10.57,4.51,6.07,89.43,72.4,17.03
2018,2110,Juneau City and Borough,ak,3254.7009999999996,83.08,16.92,32330,11.95697,51.09,48.91,21.6,23.87,42.54,11.99,68.61,1.01,10.92,7.16,0.99,1.28,10.03,32.17,49.74,1.93,4.21,11.96,12521,60.78,48.25,12.53,4.08,8.45,39.22,18.3,20.92,12521,29.5,34.81,13.6,12.91,5.57,2.86,0.76,7.31,0.57,0.18,0.39,6.74,2.56,4.18,92.69,2.53,0.3947,9.64,5.85,3.79,90.36,78.67,11.69
2018,2122,Kenai Peninsula Borough,ak,16023.31,100.0,0.0,58220,3.633456,52.07,47.93,22.81,20.48,41.09,15.62,83.29,0.64,7.72,1.52,0.33,0.89,5.62,28.56,51.06,1.94,5.17,13.28,21741,62.86,50.86,12.0,4.88,7.12,37.14,21.02,16.12,21741,30.01,36.54,13.84,11.04,4.37,2.11,2.09,6.2,0.18,0.1,0.08,6.02,3.3,2.72,93.8,2.6,0.4322,11.32,5.62,5.7,88.68,74.08,14.59
2018,2130,Ketchikan Gateway Borough,ak,4856.874,100.0,0.0,13804,2.842158,51.14,48.86,22.31,21.76,41.8,14.13,66.78,0.75,14.58,7.69,0.04,1.04,9.12,30.54,49.73,1.32,4.29,14.12,5327,63.77,47.16,16.61,5.58,11.04,36.23,19.71,16.52,5327,27.86,36.02,14.02,11.26,6.16,2.57,2.1,8.15,0.17,0.0,0.17,7.98,4.09,3.89,91.85,2.54,0.4161,10.36,5.14,5.23,89.64,76.33,13.3
2018,2150,Kodiak Island Borough,ak,6615.366999999999,100.0,0.0,13649,2.063226,53.34,46.66,26.19,26.1,38.57,9.14,53.37,0.26,13.64,23.03,0.66,1.41,7.62,34.87,50.73,1.31,3.29,9.8,4373,68.6,51.66,16.94,3.93,13.01,31.4,19.6,11.8,4373,24.79,31.47,13.81,12.74,10.68,4.76,1.76,6.15,0.0,0.0,0.0,6.15,0.73,5.42,93.85,3.05,0.3869,11.38,8.78,2.6,88.62,78.07,10.54
2018,2158,Kusilvak Census Area,ak,17073.91,100.0,0.0,8198,0.4801477,53.53,46.47,40.5,26.75,27.19,5.56,3.89,0.73,91.24,0.39,0.02,0.04,3.68,58.92,29.42,2.54,5.06,4.06,1692,83.63,38.83,44.8,17.49,27.3,16.37,12.53,3.84,1692,12.83,12.88,11.17,12.65,14.36,9.34,26.77,17.08,0.18,0.0,0.18,16.9,9.57,7.33,82.92,4.69,0.4305,4.66,3.61,1.05,95.34,87.02,8.32
2018,2164,Lake and Peninsula Borough,ak,23897.4,100.0,0.0,1375,0.05753765,51.64,48.36,27.13,25.53,39.42,7.93,22.84,0.65,67.35,2.47,0.36,0.15,6.18,42.27,39.57,1.96,6.24,9.96,425,67.06,37.18,29.88,10.12,19.76,32.94,18.82,14.12,425,26.59,34.12,12.24,10.12,10.12,4.0,2.82,9.41,0.0,0.0,0.0,9.41,4.94,4.47,90.59,2.99,0.4318,5.69,4.09,1.6,94.31,85.03,9.28
2018,2170,Matanuska-Susitna Borough,ak,25276.29,97.77,2.23,103464,4.186489,52.11,47.89,27.16,22.8,39.38,10.66,83.05,1.08,5.69,1.39,0.22,0.47,8.1,32.14,49.08,1.91,4.31,12.55,30879,70.26,56.81,13.45,5.19,8.26,29.74,17.09,12.66,30879,23.23,34.65,15.46,13.39,7.48,2.91,2.87,7.27,0.2,0.08,0.12,7.07,4.26,2.81,92.73,3.29,0.4171,14.07,9.75,4.31,85.93,75.5,10.44
2018,2180,Nome Census Area,ak,22971.97,100.0,0.0,9925,0.4320483,52.8,47.2,34.3,25.6,32.62,7.48,16.13,0.9,74.52,1.61,0.43,0.23,6.18,47.53,35.74,2.58,5.04,9.1,2875,75.65,37.22,38.43,17.25,21.18,24.35,15.76,8.59,2875,19.2,21.04,17.11,12.94,9.81,8.03,11.86,15.34,0.0,0.0,0.0,15.34,7.86,7.48,84.66,3.27,0.4294,6.89,3.52,3.37,93.11,85.02,8.09
2018,2185,North Slope Borough,ak,88824.4,100.0,0.0,9797,0.1102963,62.43,37.57,25.93,24.65,43.02,6.4,31.63,0.86,51.99,5.59,1.79,1.0,7.15,37.0,49.66,1.38,3.14,8.82,1966,74.87,36.27,38.61,16.28,22.33,25.13,13.63,11.5,1966,18.72,23.25,13.33,9.21,14.04,8.04,13.43,13.94,1.32,0.0,1.32,12.61,5.34,7.27,86.06,3.38,0.4156,8.37,6.48,1.9,91.63,84.83,6.79
2018,2188,Northwest Arctic Borough,ak,35648.46,100.0,0.0,7734,0.21695189999999998,53.74,46.26,35.17,26.52,30.61,7.71,11.11,1.12,82.52,0.98,0.0,0.53,3.74,52.14,33.41,2.18,4.35,7.91,1860,74.95,38.01,36.94,14.35,22.58,25.05,17.53,7.53,1860,19.73,16.45,14.73,14.95,10.97,6.94,16.24,14.03,0.0,0.0,0.0,14.03,7.58,6.45,85.97,3.97,0.4375,5.92,4.29,1.64,94.08,83.83,10.25
2018,2195,Petersburg Borough,ak,2900.615,100.0,0.0,3255,1.122176,50.66,49.34,22.55,21.69,34.22,21.54,72.07,0.71,7.28,9.28,0.52,0.18,9.95,30.09,50.89,1.94,5.88,11.2,1170,65.21,49.57,15.64,3.25,12.39,34.79,19.66,15.13,1170,28.29,36.24,11.37,14.27,6.84,1.54,1.45,6.75,0.0,0.0,0.0,6.75,5.3,1.45,93.25,2.72,0.4388,10.43,2.75,7.69,89.57,69.33,20.23
2018,2198,Prince of Wales-Hyder Census Area,ak,5262.771,100.0,0.0,6474,1.23015,54.28,45.72,23.76,19.31,42.11,14.83,47.16,0.37,39.9,1.17,0.63,0.37,10.4,32.28,46.37,1.81,5.53,14.0,2356,64.3,44.99,19.31,8.11,11.21,35.7,24.7,10.99,2356,30.18,34.63,13.24,11.33,5.14,3.14,2.33,7.68,0.21,0.17,0.04,7.47,4.46,3.01,92.32,2.7,0.4139,11.06,5.49,5.57,88.94,75.06,13.88
2018,2220,Sitka City and Borough,ak,2870.015,100.0,0.0,8738,3.0445830000000003,51.17,48.83,22.19,22.41,40.89,14.51,64.72,1.18,12.79,7.23,0.09,0.51,13.47,28.62,49.71,1.92,5.49,14.26,3561,59.79,43.5,16.29,5.95,10.33,40.21,20.92,19.29,3561,32.72,32.49,15.7,13.98,2.95,1.74,0.42,9.52,0.59,0.0,0.59,8.93,3.73,5.2,90.48,2.37,0.4222,10.63,6.19,4.44,89.37,74.93,14.44
2018,2230,Skagway Municipality,ak,445.0465,97.5,2.5,1061,2.445078,52.31,47.69,17.44,25.82,45.43,11.31,86.43,1.23,5.18,1.79,0.0,0.47,4.9,37.91,44.95,1.76,3.19,12.2,400,50.25,39.75,10.5,5.5,5.0,49.75,32.5,17.25,400,34.25,38.25,10.75,10.25,5.25,1.0,0.25,10.5,1.0,0.5,0.5,9.5,6.25,3.25,89.5,2.28,0.3224,7.76,3.31,4.45,92.24,82.99,9.25
2018,2240,Southeast Fairbanks Census Area,ak,25113.11,98.84,1.16,6876,0.2770037,54.96,45.04,27.14,21.5,38.48,12.89,76.63,0.68,13.19,2.27,0.03,2.04,5.16,32.12,53.32,1.74,3.99,8.84,2163,68.24,56.22,12.02,4.53,7.49,31.76,24.23,7.54,2163,26.58,36.75,12.11,10.36,8.18,1.39,4.62,6.7,0.0,0.0,0.0,6.7,4.11,2.59,93.3,3.03,0.3858,16.47,10.3,6.17,83.53,71.55,11.98
2018,2261,Valdez-Cordova Census Area,ak,34221.91,100.0,0.0,9301,0.271785,52.66,47.34,23.64,22.15,41.82,12.39,73.14,0.27,12.77,3.52,0.61,1.34,8.34,30.97,50.99,0.99,2.35,14.7,3093,60.36,50.24,10.12,3.59,6.53,39.64,24.8,14.84,3093,32.72,36.57,14.58,10.67,4.46,0.78,0.23,6.18,0.0,0.0,0.0,6.18,2.94,3.23,93.82,2.93,0.4226,15.46,11.66,3.8,84.54,71.65,12.89
2018,2275,Wrangell City and Borough,ak,2555.995,100.0,0.0,2484,0.9718328000000002,52.42,47.58,19.85,15.26,42.83,22.06,67.23,0.08,19.97,2.78,0.36,1.21,8.37,23.1,52.32,2.18,5.74,16.65,1074,60.52,47.67,12.85,4.66,8.19,39.48,25.88,13.59,1074,30.45,45.53,8.75,9.22,4.75,0.84,0.47,10.61,0.09,0.0,0.09,10.52,7.45,3.07,89.39,2.26,0.4071,13.51,4.17,9.34,86.49,68.31,18.18
2018,2282,Yakutat City and Borough,ak,7623.278,100.0,0.0,689,0.09038106,53.56,46.44,27.14,21.48,39.04,12.34,44.85,0.29,28.3,8.27,2.32,0.73,15.24,38.5,44.49,2.24,3.36,11.4,232,58.62,42.24,16.38,7.33,9.05,41.38,28.88,12.5,232,37.07,30.17,10.34,12.07,5.6,0.0,4.74,8.19,0.0,0.0,0.0,8.19,5.17,3.02,91.81,2.69,0.3498,7.57,3.98,3.59,92.43,79.08,13.35
2018,2290,Yukon-Koyukuk Census Area,ak,145573.9,100.0,0.0,5415,0.0371976,53.74,46.26,27.66,21.98,36.71,13.65,22.7,0.13,70.54,0.61,0.0,0.15,5.87,47.42,34.89,2.52,5.35,9.82,1906,60.39,31.69,28.7,10.7,18.0,39.61,25.92,13.69,1906,33.21,28.8,15.74,10.44,6.93,2.83,2.05,11.65,0.37,0.05,0.31,11.28,6.56,4.72,88.35,2.68,0.4666,8.96,3.72,5.23,91.04,77.32,13.73
2018,4001,Apache County,az,11218.38,99.81,0.19,71522,6.387334,49.27,50.73,27.73,22.57,35.13,14.57,22.88,0.72,73.69,0.4,0.03,0.69,1.59,47.68,35.67,2.19,5.88,8.58,20395,67.46,39.7,27.77,7.32,20.45,32.54,17.13,15.41,20395,29.34,30.81,13.24,9.67,7.47,4.55,4.92,6.04,0.3,0.13,0.18,5.73,2.63,3.1,93.96,3.44,0.495,5.61,2.69,2.93,94.39,77.16,17.23
2018,4003,Cochise County,az,6217.477,99.15,0.85,126279,20.48463,50.79,49.21,22.01,21.42,35.55,21.02,84.93,3.75,1.3,1.87,0.37,3.24,4.54,26.82,51.04,1.44,7.38,13.32,49250,65.62,49.42,16.21,4.65,11.56,34.38,17.04,17.34,49250,29.62,36.4,13.8,11.98,4.93,2.38,0.89,5.25,0.35,0.2,0.15,4.89,2.71,2.18,94.75,2.38,0.4404,19.28,10.8,8.49,80.72,61.19,19.53
2018,4005,Coconino County,az,18661.19,99.77,0.23,140217,7.530987,49.15,50.85,21.14,34.02,33.24,11.6,63.83,1.33,26.66,2.07,0.13,2.76,3.22,46.13,39.56,1.02,3.43,9.86,47276,61.93,44.17,17.76,5.47,12.29,38.07,20.28,17.79,47276,25.02,37.62,14.72,11.71,5.9,2.75,2.29,6.69,0.18,0.04,0.14,6.51,3.35,3.16,93.31,2.68,0.4654,6.53,3.56,2.97,93.47,81.72,11.75
2018,4007,Gila County,az,4795.492,99.22,0.78,53400,11.22321,49.38,50.62,20.32,16.45,35.55,27.68,76.96,0.59,16.03,0.91,0.04,2.12,3.35,24.97,49.81,1.18,8.66,15.38,21708,63.18,46.02,17.16,5.21,11.95,36.82,19.05,17.77,21708,31.17,39.4,11.55,8.67,5.02,2.13,2.06,7.65,0.05,0.0,0.05,7.61,2.86,4.74,92.35,2.42,0.4451,12.65,3.44,9.21,87.35,61.82,25.53
2018,4009,Graham County,az,4641.031,99.61,0.39,37879,8.194129,53.67,46.33,27.28,25.71,33.78,13.23,78.98,1.99,12.69,0.65,0.13,2.63,2.93,36.6,43.35,1.84,6.16,12.05,10782,70.52,51.55,18.98,4.97,14.0,29.48,12.6,16.88,10782,25.13,28.92,14.98,12.38,8.89,4.66,5.05,5.75,0.37,0.06,0.32,5.38,1.85,3.52,94.25,3.12,0.4049,7.47,4.29,3.18,92.53,77.51,15.01
2018,4011,Greenlee County,az,1847.287,99.71,0.29,9504,5.159669999999999,53.28,46.72,27.77,24.12,35.96,12.15,90.93,2.24,4.59,0.31,0.0,1.72,0.22,30.02,51.31,1.39,5.8,11.47,3225,73.77,51.78,21.98,11.44,10.54,26.23,17.55,8.68,3225,23.13,33.15,15.29,15.81,8.68,1.61,2.33,7.66,0.43,0.43,0.0,7.22,5.18,2.05,92.34,2.92,0.3908,9.09,5.11,3.98,90.91,78.06,12.85
